Word,Intensity,Valence,Position
eccentric,1,-1,adj
eccentricity,1,-1,noun
eclectic,2,1,adj
economical,1,1,adj
ecstasies,2,1,noun
ecstasy,2,1,noun
ecstatic,2,1,adj
ecstatically,2,1,anypos
edgy,2,-1,adj
edify,2,1,verb
educable,1,1,adj
educated,1,1,adj
educational,1,1,adj
effective,1,1,adj
effectively,1,0,adverb
effectiveness,1,1,noun
effectual,1,1,adj
efficacious,1,1,adj
efficiency,1,1,noun
efficient,1,1,adj
effigy,2,-1,noun
effortless,2,1,adj
effortlessly,2,1,adverb
effrontery,2,-1,anypos
effusion,2,1,noun
effusive,2,1,adj
effusively,2,1,anypos
effusiveness,2,1,noun
egalitarian,1,1,adj
ego,2,-1,adj
ego,2,-1,noun
egocentric,2,-1,adj
egomania,2,-1,noun
egotism,2,-1,noun
egotistical,2,-1,adj
egotistically,2,-1,adverb
egregious,2,-1,adj
egregiously,2,-1,anypos
ejaculate,2,-1,verb
elaborate,2,0,adj
elan,2,1,noun
elate,1,1,verb
elated,2,1,adj
elatedly,2,1,adverb
elation,2,1,noun
election-rigger,2,-1,adj
election-rigger,2,-1,noun
electrification,2,1,adj
electrification,2,1,noun
electrify,1,1,verb
elegance,2,1,noun
elegant,2,1,adj
elegantly,2,1,adverb
elevate,1,1,verb
elevated,1,1,adj
eligible,1,1,adj
eliminate,1,-1,verb
elimination,1,-1,noun
elite,1,1,anypos
eloquence,2,1,noun
eloquent,2,1,adj
eloquently,2,1,anypos
else,1,0,anypos
emaciated,2,-1,anypos
emancipate,1,1,verb
emasculate,2,-1,verb
embarrass,2,-1,verb
embarrassing,2,-1,anypos
embarrassingly,2,-1,anypos
embarrassment,2,-1,noun
embattled,1,-1,adj
embellish,2,1,verb
embodiment,2,0,noun
embolden,1,1,verb
embrace,2,1,verb
embroil,2,-1,verb
embroiled,2,-1,adj
embroilment,2,-1,noun
eminence,2,1,noun
eminent,2,1,adj
emotion,2,0,adj
emotion,2,0,noun
emotional,2,-1,adj
emotions,1,0,adj
emotions,1,0,noun
empathize,2,-1,verb
empathy,2,-1,noun
emphasise,1,0,adj
emphasise,1,0,noun
emphatic,2,-1,anypos
emphatically,2,-1,anypos
empower,1,1,verb
empowerment,1,1,noun
emptiness,2,-1,adj
emptiness,2,-1,noun
empty,1,-1,adj
enable,1,1,verb
enchant,2,1,verb
enchanted,2,1,anypos
enchanting,2,1,anypos
enchantingly,2,1,anypos
encourage,1,1,verb
encouragement,2,1,adj
encouragement,2,1,noun
encouraging,2,1,adj
encouraging,2,1,noun
encouragingly,2,1,anypos
encroach,1,-1,verb
encroachment,1,-1,noun
endanger,2,-1,verb
endear,2,1,verb
endearing,2,1,adj
endless,1,-1,adj
endorse,2,1,verb
endorsement,2,1,adj
endorsement,2,1,noun
endorser,2,1,noun
endurable,2,1,adj
endure,2,1,verb
enduring,2,1,adj
enemies,1,-1,adj
enemies,1,-1,noun
enemy,1,-1,noun
energetic,1,1,adj
energetic,1,1,noun
energize,1,1,verb
enervate,2,-1,verb
enfeeble,2,-1,verb
enflame,2,-1,verb
engage,1,0,verb
engaging,2,1,adj
engross,1,0,verb
engrossing,2,1,anypos
engulf,1,-1,verb
enhance,1,1,verb
enhanced,1,1,adj
enhancement,1,1,noun
enjoin,2,-1,verb
enjoy,1,1,verb
enjoyable,2,1,adj
enjoyably,2,1,adverb
enjoyment,2,1,noun
enlighten,1,1,verb
enlightenment,1,1,noun
enliven,1,1,verb
enmity,2,-1,noun
ennoble,2,1,verb
enormities,2,-1,noun
enormity,2,-1,noun
enormous,2,-1,anypos
enormously,2,-1,anypos
enough,1,0,anypos
enrage,2,-1,verb
enraged,2,-1,adj
enrapt,2,1,adj
enrapture,1,1,verb
enraptured,2,1,anypos
enrich,1,1,verb
enrichment,1,1,noun
enslave,2,-1,verb
ensure,1,1,verb
entangle,1,-1,verb
entanglement,1,-1,noun
enterprising,1,1,adj
entertain,1,1,verb
entertaining,2,1,adj
enthral,2,1,verb
enthrall,2,1,verb
enthralled,2,1,anypos
enthuse,2,1,verb
enthusiasm,2,1,noun
enthusiast,2,1,noun
enthusiastic,2,1,adj
enthusiastically,2,1,adverb
entice,2,1,verb
enticing,2,1,anypos
enticingly,2,1,anypos
entire,1,0,anypos
entirely,2,0,anypos
entrance,1,1,verb
entranced,2,1,anypos
entrancing,2,1,adj
entrap,2,-1,verb
entrapment,2,-1,noun
entreat,2,1,verb
entreatingly,2,1,anypos
entrenchment,2,0,adj
entrenchment,2,0,noun
entrust,1,1,verb
enviable,2,1,adj
enviably,2,1,anypos
envious,2,-1,adj
enviously,2,-1,anypos
enviousness,2,-1,noun
envision,1,1,verb
envisions,1,1,adj
envisions,1,1,noun
envy,2,-1,noun
envy,2,-1,verb
epic,2,1,adj
epidemic,1,-1,adj
epitome,2,1,noun
equality,1,1,adj
equality,1,1,noun
equitable,1,1,adj
equivocal,2,-1,adj
eradicate,1,-1,verb
erase,1,-1,verb
erode,1,-1,verb
erosion,1,-1,noun
err,2,-1,verb
errant,1,-1,adj
erratic,2,-1,adj
erratically,2,-1,adverb
erroneous,2,-1,adj
erroneous,2,-1,anypos
erroneously,2,-1,anypos
error,1,-1,adj
error,1,-1,noun
erudite,2,1,adj
escapade,1,-1,noun
eschew,2,-1,verb
esoteric,1,-1,adj
essential,1,1,adj
especially,2,1,anypos
esteem,2,1,noun
esteem,2,1,verb
estranged,2,-1,adj
established,1,1,adj
eternal,1,-1,adj
eternity,2,1,adj
eternity,2,1,noun
ethical,2,1,adj
eulogize,2,1,verb
euphoria,2,1,noun
euphoric,2,1,adj
euphorically,2,1,anypos
evaluate,2,0,verb
evaluation,1,0,adj
evaluation,1,0,noun
evade,1,-1,verb
evasion,1,-1,noun
evasive,1,-1,adj
even,1,1,adverb
evenly,1,1,adverb
eventful,1,1,adj
everlasting,2,1,adj
evident,1,1,anypos
evidently,2,1,anypos
evil,2,-1,adj
evil,2,-1,noun
evildoer,2,-1,noun
evils,2,-1,adj
evils,2,-1,noun
eviscerate,2,-1,verb
evocative,2,1,adj
exacerbate,2,-1,verb
exact,2,0,adj
exacting,1,-1,adj
exactly,2,0,anypos
exaggerate,2,-1,verb
exaggeration,2,-1,adj
exaggeration,2,-1,noun
exalt,2,1,adj
exalt,2,1,verb
exaltation,2,1,noun
exalted,2,1,adj
exaltedly,2,1,adverb
exalting,2,1,adj
exaltingly,2,1,anypos
exasperate,2,-1,verb
exasperation,2,-1,noun
exasperating,2,-1,adj
exasperatingly,2,-1,anypos
exceed,2,1,verb
exceeding,2,1,adj
exceedingly,2,1,anypos
excel,2,1,verb
excellence,2,1,noun
excellency,2,1,noun
excellent,2,1,anypos
excellently,2,1,anypos
exceptional,2,1,anypos
exceptionally,2,1,anypos
excessive,2,-1,adj
excessively,2,-1,adj
excite,1,1,verb
excited,2,1,adj
excitedly,2,1,anypos
excitedness,2,1,noun
excitement,2,1,noun
exciting,2,1,adj
excitingly,2,1,adverb
exclaim,2,-1,verb
exclude,1,-1,verb
exclusion,1,-1,noun
exclusive,1,1,adj
exclusively,1,0,adj
excoriate,2,-1,verb
excruciating,2,-1,anypos
excruciatingly,2,-1,anypos
excusable,2,1,adj
excusable,2,1,noun
excuse,1,-1,adj
excuse,1,-1,noun
excuse,1,1,verb
excuses,1,-1,adj
excuses,1,-1,noun
execrate,2,-1,verb
exemplar,2,1,noun
exemplary,2,1,adj
exhaust,1,-1,verb
exhaustion,1,-1,noun
exhaustive,1,1,adj
exhaustively,1,1,adverb
exhilarate,2,1,verb
exhilarating,2,1,anypos
exhilaratingly,2,1,anypos
exhilaration,2,1,noun
exhort,2,-1,verb
exile,1,-1,verb
exonerate,2,1,verb
exorbitant,2,-1,adj
exorbitantance,2,-1,noun
exorbitantly,2,-1,anypos
expansive,2,1,adj
expectation,1,0,adj
expectation,1,0,noun
expedient,1,-1,adj
expediencies,1,-1,adj
expediencies,1,-1,noun
expel,1,-1,verb
expensive,1,-1,adj
expensive,1,-1,noun
experienced,1,1,adj
expert,1,1,adj
expertly,2,1,adverb
expire,2,-1,verb
explicit,2,1,adj
explicitly,2,1,adverb
explode,1,-1,verb
exploit,2,-1,verb
exploitation,2,-1,adj
exploitation,2,-1,noun
expose,1,-1,verb
exposed,1,-1,adj
explosive,1,-1,adj
expound,1,0,verb
expression,1,0,adj
expression,1,0,noun
expressions,1,0,adj
expressions,1,0,noun
expressive,1,1,adj
expropriate,1,-1,adj
expropriate,1,-1,noun
expropriation,1,-1,adj
expropriation,1,-1,noun
expulse,1,-1,verb
expunge,2,-1,verb
exquisite,2,1,adj
exquisitely,2,1,adverb
extemporize,2,0,verb
extensive,1,0,adj
extensively,2,0,anypos
exterminate,2,-1,verb
extermination,2,-1,noun
extinguish,1,-1,verb
extol,2,1,verb
extoll,2,1,verb
extort,1,-1,verb
extortion,2,-1,noun
extraneous,1,-1,adj
extraordinarily,2,1,anypos
extraordinary,2,1,anypos
extravagance,2,-1,noun
extravagant,2,-1,adj
extravagantly,2,-1,anypos
extreme,1,-1,adj
extreme,2,-1,anypos
extremely,2,-1,anypos
extremism,1,-1,adj
extremism,1,-1,noun
extremist,1,-1,adj
extremists,1,-1,adj
extremists,1,-1,noun
exuberance,2,1,noun
exuberant,2,1,adj
exuberantly,2,1,anypos
exult,2,1,verb
exultation,2,1,noun
exultingly,2,1,anypos
eyebrows,1,0,adj
eyebrows,1,0,noun
fabricate,1,-1,verb
fabrication,2,-1,noun
fabulous,2,1,adj
fabulously,2,1,anypos
facetious,2,-1,adj
facetiously,2,-1,adverb
facilitate,1,1,verb
fact,2,0,anypos
facts,2,0,anypos
factual,1,0,anypos
fading,1,-1,anypos
fail,1,-1,verb
failing,2,-1,noun
failure,1,-1,adj
failure,1,-1,noun
failures,1,-1,adj
failures,1,-1,noun
faint,1,-1,adj
fainthearted,2,-1,adj
fair,1,1,adj
fair,1,1,noun
fairly,1,1,adverb
fairness,1,1,adj
fairness,1,1,noun
faith,2,1,adj
faith,2,1,noun
faithful,2,1,adj
faithful,2,1,noun
faithfully,2,1,anypos
faithfulness,2,1,noun
faithless,2,-1,adj
fake,2,-1,adj
fall,1,-1,verb
fallacies,2,-1,adj
fallacies,2,-1,noun
fallacious,2,-1,adj
fallaciously,2,-1,adverb
fallaciousness,2,-1,noun
fallacy,2,-1,noun
fallout,2,-1,noun
false,2,-1,adj
false,2,-1,anypos
falsehood,2,-1,noun
falsely,2,-1,anypos
falsify,2,-1,verb
falter,2,-1,verb
famed,1,1,adj
familiar,1,0,adj
familiar,1,0,anypos
fame,2,1,noun
famed,2,1,adj
famine,2,-1,noun
famished,2,-1,adj
famous,1,1,adj
famously,2,1,adj
fanatic,2,-1,noun
fanatical,2,-1,adj
fanatically,2,-1,anypos
fanaticism,2,-1,noun
fanatics,2,-1,noun
fanciful,2,-1,adj
fancy,2,1,adj
fancy,2,1,verb
fanfare,2,1,adj
fanfare,2,1,noun
fantastic,2,1,anypos
fantastically,2,1,anypos
fantasy,2,1,adj
fantasy,2,1,noun
far-fetched,2,-1,adj
far-reaching,1,0,adj
farfetched,2,-1,adj
farce,2,-1,noun
farcical,2,-1,anypos
farcical-yet-provocative,2,-1,adj
farcically,2,-1,anypos
farsighted,1,1,adj
fascinate,2,1,verb
fascinating,2,1,anypos
fascinatingly,2,1,anypos
fascination,2,1,anypos
fascism,2,-1,adj
fascism,2,-1,noun
fascist,2,-1,anypos
fashionable,2,1,adj
fashionably,2,1,adverb
fast,1,0,adj
fast-growing,1,1,adj
fast-paced,1,1,adj
fastest-growing,1,1,adj
fastidious,2,-1,adj
fastidiously,2,-1,adverb
fastuous,2,-1,adj
fat,1,-1,adj
fatal,1,-1,adj
fatalistic,2,-1,adj
fatalistically,2,-1,adverb
fatally,1,-1,adverb
fateful,2,-1,adj
fatefully,2,-1,adverb
fathom,1,1,verb
fathomless,2,-1,adj
fatigue,1,-1,noun
fatty,1,-1,adj
fatuity,2,-1,noun
fatuous,2,-1,adj
fatuously,2,-1,adverb
fault,2,-1,verb
faulty,1,-1,adj
favor,1,1,adj
favor,1,1,noun
favor,2,1,verb
favorable,2,1,adj
favorable,2,1,anypos
favored,1,1,adj
favorite,2,1,adj
fawn,2,0,verb
fawningly,2,-1,adverb
favour,2,1,noun
faze,1,-1,verb
fear,2,-1,noun
fear,2,-1,verb
fearful,2,-1,adj
fearfully,2,-1,anypos
fearless,2,1,adj
fearlessly,2,1,adverb
fears,2,-1,adj
fears,2,-1,noun
fearsome,2,-1,adj
feasible,1,1,adj
feasibly,1,1,adverb
feat,1,1,noun
featly,2,1,anypos
feckless,2,-1,adj
feeble,1,-1,adj
feeblely,1,-1,adj
feebleminded,2,-1,adj
feel,2,0,anypos
feels,2,0,anypos
felt,2,0,verb
feeling,2,0,adj
feeling,2,0,noun
feeling,2,0,verb
feelings,2,0,adj
feelings,2,0,noun
feign,1,-1,verb
feint,1,-1,noun
feisty,2,1,adj
feisty,2,1,noun
felicitate,2,1,verb
felicitous,2,1,adj
felicity,2,1,noun
fell,2,-1,adj
felon,1,-1,noun
felonious,1,-1,adj
ferocious,2,-1,adj
ferociously,2,-1,adverb
ferocity,2,-1,noun
fertile,1,1,adj
fertile,1,1,noun
fervent,2,1,adj
fervently,2,1,anypos
fervid,2,1,adj
fervidly,2,1,anypos
fervor,2,1,noun
feverish,1,-1,adj
festive,2,1,adj
fetid,2,-1,adj
fever,1,-1,noun
fiasco,2,-1,noun
fiat,1,-1,adj
fiat,1,-1,noun
fib,2,-1,noun
fib,2,-1,verb
fibber,2,-1,noun
fickle,2,-1,adj
fiction,1,-1,adj
fiction,1,-1,noun
fictional,1,-1,adj
fictitious,2,-1,adj
fidelity,2,1,noun
fidget,2,-1,verb
fidgety,2,-1,adj
fiend,2,-1,noun
fiendish,2,-1,adj
fierce,1,-1,adj
fiery,1,1,adj
fight,1,-1,adj
fight,1,-1,noun
figurehead,1,-1,adj
figurehead,1,-1,noun
filth,2,-1,noun
filthy,2,-1,adj
finagle,1,-1,verb
finally,2,0,anypos
fine,1,1,adj
fine,1,-1,verb
finely,2,1,adj
firm,1,0,adj
firm,1,0,noun
firmly,1,0,adverb
first-class,1,1,adj
first-rate,2,1,adj
fissures,1,-1,adj
fissures,1,-1,noun
fist,1,-1,noun
fit,2,1,adj
fitting,2,1,adj
fixer,2,0,adj
fixer,2,0,noun
flabbergast,2,-1,verb
flabbergasted,2,-1,anypos
flagging,1,-1,adj
flagrant,2,-1,anypos
flagrantly,2,-1,anypos
flair,1,1,noun
flak,2,-1,adj
flak,2,-1,noun
flake,1,-1,noun
flakey,1,-1,adj
flaky,1,-1,adj
flame,1,1,adj
flame,1,1,noun
flash,1,-1,adj
flash,1,-1,noun
flashy,1,-1,anypos
flat-out,2,-1,anypos
flatter,2,1,verb
flattering,2,1,adj
flatteringly,2,1,adverb
flaunt,2,-1,verb
flaw,1,-1,adj
flaw,1,-1,noun
flaws,1,-1,noun
flawed,1,-1,adj
flawed,1,-1,noun
flawless,2,1,adj
flawlessly,2,1,adverb
fleer,2,-1,verb
fleeting,1,-1,adj
flexible,2,1,adj
flighty,2,-1,adj
flimflam,2,-1,noun
flimsy,1,-1,adj
flirt,2,-1,verb
flirty,2,-1,anypos
floor,1,0,verb
floored,2,-1,anypos
flounder,2,-1,verb
floundering,2,-1,anypos
flourish,2,1,adj
flourishing,2,1,adj
flout,2,-1,verb
fluent,1,1,adj
fluster,1,-1,verb
foe,2,-1,noun
fond,2,1,adj
fondly,2,1,adverb
fondness,2,1,noun
fool,2,-1,anypos
foolhardy,2,-1,adj
foolish,2,-1,anypos
foolishly,2,-1,anypos
foolishness,2,-1,noun
foolproof,1,1,adj
forbid,2,-1,adj
forbidden,2,-1,adj
forbidding,1,-1,adj
forbidding,1,-1,noun
force,1,-1,verb
forceful,1,-1,adj
foreboding,2,-1,adj
forebodingly,2,-1,adverb
foremost,2,1,adj
forsee,2,0,noun
foresight,2,1,noun
foretell,2,0,verb
forfeit,1,-1,verb
forgave,2,1,verb
forged,1,-1,adj
forget,2,-1,verb
forgetful,2,-1,anypos
forgetfully,2,-1,anypos
forgetfulness,2,-1,noun
forgive,2,1,verb
forgiven,2,1,adj
forgiveness,2,1,noun
forgiving,2,1,anypos
forgivingly,2,1,anypos
forlorn,2,-1,adj
forlornly,2,-1,adverb
formidable,2,-1,adj
forsake,2,-1,verb
forsaken,2,-1,anypos
forswear,2,-1,verb
forthright,1,0,adj
fortitude,2,1,noun
fortress,2,0,adj
fortress,2,0,noun
fortuitous,2,1,adj
fortuitously,2,1,adj
fortunate,1,1,adj
fortunate,2,1,anypos
fortunately,2,1,anypos
fortune,2,1,adj
fortune,2,1,noun
foul,2,-1,adj
foul,2,-1,adverb
foul,1,-1,verb
foully,2,-1,adverb
foulness,2,-1,noun
fractious,2,-1,adj
fractiously,2,-1,anypos
fracture,1,-1,noun
fracture,1,-1,verb
fragile,1,-1,adj
fragile,1,-1,noun
fragmented,1,-1,adj
fragrant,2,1,adj
frail,1,-1,adj
frank,2,1,adj
frankly,2,0,anypos
frantic,2,-1,adj
frantically,2,-1,anypos
franticly,2,-1,anypos
fraternize,2,-1,verb
fraud,1,-1,adj
fraud,1,-1,noun
fraudulent,1,-1,adj
fraught,2,-1,adj
fraught,2,-1,noun
freak,2,-1,noun
freak,2,-1,verb
freakish,2,-1,adj
freakish,2,-1,anypos
freakish,2,-1,anypos
freakishly,2,-1,anypos
frazzle,2,-1,noun
frazzle,2,-1,verb
frazzled,2,-1,adj
free,1,1,adj
freedom,1,1,adj
freedom,1,1,noun
freedoms,1,1,adj
freedoms,1,1,noun
frenetic,2,-1,adj
frenetically,2,-1,anypos
frenzied,2,-1,adj
frenzy,2,-1,noun
frequent,1,0,adj
fresh,1,1,adj
fret,2,-1,verb
fretful,2,-1,adj
friction,2,-1,adj
friction,2,-1,noun
frictions,2,-1,adj
frictions,2,-1,noun
friend,1,1,adj
friend,1,1,noun
friendliness,2,1,adj
friendliness,2,1,noun
friendly,2,1,adj
friends,1,1,adj
friends,1,1,noun
friendship,1,1,adj
friendship,1,1,noun
friggin,2,-1,anypos
fright,2,-1,anypos
fright,2,-1,noun
frighten,2,-1,verb
frightening,2,-1,adj
frighteningly,2,-1,adj
frighteningly,2,-1,anypos
frightful,2,-1,adj
frightfully,2,-1,anypos
frigid,1,-1,adj
frivolous,2,-1,adj
frolic,2,1,verb
frown,2,-1,adj
frown,2,-1,noun
frozen,1,-1,adj
fruitful,1,1,adj
fruitless,2,-1,adj
fruitlessly,2,-1,anypos
fumble,1,-1,verb
fun,2,-1,verb
frustrate,2,-1,verb
frustrated,2,-1,adj
frustrating,2,-1,adj
frustrating,2,-1,anypos
frustratingly,2,-1,anypos
frustration,2,-1,noun
fudge,2,-1,adj
fudge,2,-1,noun
fudge,2,-1,verb
fugitive,1,-1,adj
fulfillment,1,1,adj
fulfillment,1,1,noun
full,1,0,adj
fully,1,0,adverb
full-blown,1,-1,adj
full-fledged,1,1,adj
full-scale,1,0,adj
fulminate,2,-1,verb
fume,2,-1,verb
fun,2,1,adj
functional,1,1,adj
fundamental,2,0,adj
fundamentally,2,0,adverb
fundamentalism,1,-1,adj
fundamentalism,1,-1,noun
funded,1,0,adj
funny,2,1,adj
funny,2,1,anypos
furious,2,-1,adj
furiously,2,-1,anypos
furor,2,-1,noun
further,1,0,anypos
furthermore,2,0,anypos
fury,2,-1,noun
fuss,2,-1,adj
fuss,2,-1,noun
fuss,2,-1,verb
fustigate,2,-1,verb
fussy,2,-1,anypos
fusty,2,-1,adj
futile,2,-1,adj
futilely,2,-1,anypos
futility,2,-1,noun
fuzzy,1,-1,adj
gabble,2,-1,verb
gaff,2,-1,noun
gaffe,2,-1,noun
gaiety,2,1,noun
gaily,2,1,adverb
gain,1,1,noun
gain,1,1,verb
gainful,2,1,adj
gainfully,2,1,adverb
gainsay,2,-1,verb
gainsayer,2,-1,noun
gaga,2,-1,anypos
gaggle,2,-1,verb
gall,2,-1,verb
gallant,2,1,adj
gallantly,2,1,adverb
galling,2,-1,adj
gallingly,2,-1,adverb
galore,2,1,anypos
galvanize,1,0,verb
gamble,1,-1,noun
gamble,1,-1,verb
game,1,-1,adj
gape,2,-1,verb
garbage,1,-1,adj
garbage,1,-1,noun
garish,2,-1,adj
gasp,2,-1,adj
gasp,2,-1,noun
gauche,2,-1,adj
gaudy,2,-1,adj
gawk,2,-1,verb
gawky,2,-1,adj
geezer,2,-1,anypos
gem,1,1,adj
gem,1,1,noun
gems,1,1,adj
gems,1,1,noun
generosity,2,1,noun
generous,2,1,adj
generously,2,1,adj
genial,1,1,adj
genius,2,1,noun
genocide,2,-1,adj
genocide,2,-1,noun
gentle,1,1,adj
genuine,1,1,adj
germane,1,1,adj
gestures,1,0,adj
gestures,1,0,noun
get-rich,2,-1,adj
get-rich,2,-1,noun
ghastly,2,-1,adj
ghetto,1,-1,noun
giant,1,0,adj
giant,1,0,noun
giants,1,0,adj
giants,1,0,noun
gibber,2,-1,verb
gibberish,2,-1,anypos
gibe,2,-1,verb
giddy,2,1,adj
gifted,2,1,adj
gigantic,1,0,adj
glad,2,1,adj
gladden,2,1,verb
gladly,2,1,adverb
gladness,2,1,noun
glamorous,2,1,adj
glare,2,-1,noun
glare,2,-1,verb
glaring,2,-1,adj
glaringly,2,-1,adverb
glean,2,0,verb
glee,2,1,noun
gleeful,2,1,anypos
gleefully,2,1,anypos
glib,2,-1,adj
glibly,2,-1,adverb
glimmer,2,1,adj
glimmer,2,1,noun
glimmer,2,1,verb
glimmering,2,1,anypos
glisten,2,1,adj
glisten,2,1,verb
glistening,2,1,anypos
glitch,1,-1,noun
glitter,2,1,adj
glitter,2,1,verb
gloat,2,0,verb
gloatingly,2,-1,adverb
gloom,2,-1,noun
gloomy,2,-1,adj
glorify,2,1,verb
glorious,2,1,adj
gloriously,2,1,anypos
glory,2,1,noun
glory,2,1,verb
gloss,2,-1,verb
glossy,2,1,adj
glow,2,1,verb
glower,2,-1,verb
glowing,2,1,anypos
glowingly,2,1,anypos
glum,2,-1,adj
glut,1,-1,noun
gnawing,1,-1,anypos
go-ahead,1,1,adj
go-ahead,1,1,noun
goad,2,-1,verb
goading,2,-1,adj
god-awful,2,-1,anypos
god-given,2,1,anypos
goddam,2,-1,anypos
goddamn,2,-1,anypos
godlike,2,1,anypos
gold,1,1,noun
golden,1,1,adj
good,1,1,anypos
goodly,1,1,adverb
goodness,2,1,noun
goodwill,2,1,adj
goodwill,2,1,noun
goof,2,-1,noun
goof,2,-1,verb
gorgeous,2,1,adj
gorgeously,2,1,anypos
gossip,2,-1,adj
gossip,2,-1,noun
gossip,2,-1,verb
grace,2,1,noun
graceful,2,1,adj
gracefully,2,1,adverb
graceless,2,-1,adj
gracelessly,2,-1,adverb
gracious,2,1,adj
graciously,2,1,adverb
graciousness,2,1,noun
graft,1,-1,noun
grail,1,1,adj
grail,1,1,noun
grand,1,1,adj
grandeur,2,1,noun
grandiose,2,-1,adj
grapple,1,-1,verb
grate,2,-1,verb
grateful,2,1,adj
grateful,2,1,anypos
gratefully,2,1,anypos
gratification,2,1,noun
gratify,2,1,verb
gratifying,2,1,anypos
gratifyingly,2,1,anypos
grating,2,-1,adj
gratitude,2,1,adj
gratitude,2,1,noun
gratuitous,2,-1,adj
gratuitous,2,-1,noun
gratuitously,2,-1,anypos
grave,2,-1,adj
gravely,2,-1,adverb
great,2,1,adj
greatest,2,1,adj
greatly,2,0,adverb
greatness,2,1,noun
greed,2,-1,noun
greedy,2,-1,adj
greet,2,1,verb
grief,2,-1,noun
grievance,2,-1,noun
grievances,2,-1,adj
grievances,2,-1,noun
grieve,2,-1,verb
grieving,2,-1,adj
grievous,2,-1,anypos
grievously,2,-1,anypos
grill,1,-1,verb
grim,2,-1,adj
grimace,2,-1,verb
grin,2,1,anypos
grind,2,-1,adj
grind,2,-1,noun
gripe,2,-1,noun
gripe,2,-1,verb
grisly,2,-1,adj
grit,2,1,adj
grit,2,1,noun
gritty,1,-1,adj
groove,1,1,verb
gross,1,-1,adj
grossly,2,-1,anypos
grotesque,2,-1,adj
grouch,2,-1,noun
grouchy,2,-1,adj
groundbreaking,2,1,adj
groundbreaking,2,1,noun
groundless,2,-1,adj
grouse,2,-1,verb
growing,1,0,adj
growl,2,-1,verb
grudge,2,-1,anypos
grudges,2,-1,adj
grudges,2,-1,noun
grudging,2,-1,anypos
grudgingly,2,-1,anypos
gruesome,2,-1,anypos
gruesomely,2,-1,anypos
gruff,2,-1,adj
grumble,2,-1,verb
guarantee,1,1,noun
guarantee,1,1,verb
guardian,1,1,noun
guidance,1,1,adj
guidance,1,1,noun
guile,2,-1,noun
guilt,2,-1,noun
guiltless,2,1,adj
guilty,1,-1,adj
guiltily,2,-1,adverb
gullible,2,-1,adj
gush,1,1,verb
gumption,2,1,noun
gusto,2,1,noun
gutsy,2,1,adj
haggard,2,-1,adj
haggle,2,-1,verb
hail,2,1,verb
halcyon,2,1,adj
hale,2,1,adj
halfhearted,2,-1,adj
halfheartedly,2,-1,adj
halfway,1,0,adj
halfway,1,0,noun
hallowed,2,1,adj
hallucinate,2,-1,verb
hallucination,2,-1,noun
halt,1,0,adj
hamper,2,-1,verb
hamstring,2,-1,verb
hamstrung,2,-1,verb
handicapped,1,-1,adj
handily,2,1,adverb
handsome,2,1,adj
handy,2,1,adj
hanker,2,1,verb
hapless,2,-1,adj
haphazard,1,-1,adj
happily,2,1,adverb
happiness,2,1,noun
happy,2,1,adj
harangue,2,-1,verb
harass,1,-1,verb
harassment,2,-1,adj
harassment,2,-1,noun
harboring,1,-1,adj
harboring,1,-1,noun
harbors,1,-1,adj
harbors,1,-1,noun
hard,1,-1,adj
hard-hit,1,-1,adj
hard-line,2,-1,adj
hard-liner,2,-1,noun
hard-working,1,1,adj
hardball,2,-1,adj
hardball,2,-1,noun
harden,1,-1,verb
hardened,1,-1,adj
hardheaded,2,-1,adj
hardhearted,2,-1,adj
hardier,2,1,adj
hardier,2,1,noun
hardliner,1,-1,noun
hardliners,1,-1,adj
hardliners,1,-1,noun
hardly,2,-1,anypos
hardship,2,-1,noun
hardships,2,-1,adj
hardships,2,-1,noun
hardy,1,1,adj
harm,2,-1,adj
harm,2,-1,noun
harmful,2,-1,adj
harmless,2,1,adj
harmonious,2,1,adj
harmoniously,2,1,anypos
harmonize,2,1,verb
harmony,2,1,adj
harmony,2,1,noun
harms,2,-1,adj
harms,2,-1,noun
harpy,2,-1,noun
harridan,2,-1,noun
harried,2,-1,adj
harrow,2,-1,verb
harsh,2,-1,adj
harshly,2,-1,anypos
hassle,2,-1,noun
haste,2,-1,adj
haste,2,-1,noun
hasty,2,-1,adj
hasty,1,-1,adj
hate,2,-1,verb
hater,2,-1,noun
hateful,2,-1,adj
hatefully,2,-1,anypos
hatefulness,2,-1,noun
haughtily,2,-1,adverb
haughty,2,-1,adj
hatred,2,-1,noun
haunt,1,-1,verb
haunting,2,-1,adj
haven,2,1,noun
havoc,2,-1,noun
hawkish,2,-1,adj
hawkish,2,-1,noun
hazard,1,-1,noun
hazard,1,-1,verb
hazardous,1,-1,adj
hazy,1,-1,adj
headache,1,-1,noun
headaches,1,-1,adj
headaches,1,-1,noun
headway,1,1,noun
heady,2,1,adj
heal,1,1,verb
healthful,2,1,adj
healthy,1,1,adj
healthy,1,1,noun
heart,1,1,adj
heartbreak,2,-1,noun
heartbreaker,2,-1,noun
heartbreaking,2,-1,adj
heartbreakingly,2,-1,adverb
hearten,2,1,verb
heartening,2,1,adj
heartfelt,2,1,adj
heartily,2,1,adj
heartless,2,-1,adj
heartrending,2,-1,adj
heartwarming,2,1,adj
heathen,2,-1,adj
heathen,2,-1,noun
heaven,1,1,noun
heavenly,2,1,anypos
heavily,2,-1,adverb
